PassengerId,Survived,Pclass,Sex,Age,Fare,Embarked,Title,IsAlone,Age*Class
696,0,2,0,3,1,0,1,1,6
697,0,3,0,2,1,0,1,1,6
698,1,3,1,1,0,2,2,1,3
699,0,1,0,3,3,1,1,0,3
700,0,3,0,2,0,0,1,1,6
701,1,1,1,1,3,1,3,0,1
702,1,1,0,2,2,0,1,1,2
703,0,3,1,1,2,1,2,0,3
704,0,3,0,1,0,2,1,1,3
705,0,3,0,1,0,0,1,0,3
706,0,2,0,2,2,0,1,1,4
707,1,2,1,2,1,0,3,1,4
708,1,1,0,2,2,0,1,1,2
709,1,1,1,1,3,0,2,1,1
710,1,3,0,1,2,1,4,0,3
711,1,1,1,1,3,1,2,1,1
712,0,1,0,2,2,0,1,1,2
713,1,1,0,2,3,0,1,0,2
714,0,3,0,1,1,0,1,1,3
715,0,2,0,3,1,0,1,1,6
716,0,3,0,1,0,0,1,1,3
717,1,1,1,2,3,1,2,1,2
718,1,2,1,1,1,0,2,1,2
719,0,3,0,1,2,2,1,1,3
720,0,3,0,2,0,0,1,1,6
721,1,2,1,0,3,0,2,0,0
722,0,3,0,1,0,0,1,0,3
723,0,2,0,2,1,0,1,1,4
724,0,2,0,3,1,0,1,1,6
725,1,1,0,1,3,0,1,0,1
726,0,3,0,1,1,0,1,1,3
727,1,2,1,1,2,0,3,0,2
728,1,3,1,1,0,2,2,1,3
729,0,2,0,1,2,0,1,0,2
730,0,3,1,1,1,0,2,0,3
731,1,1,1,1,3,0,2,1,1
732,0,3,0,0,2,1,1,1,0
733,0,2,0,1,0,0,1,1,2
734,0,2,0,1,1,0,1,1,2
735,0,2,0,1,1,0,1,1,2
736,0,3,0,1,2,0,1,1,3
737,0,3,1,2,3,0,3,0,6
738,1,1,0,2,3,1,1,1,2
739,0,3,0,1,0,0,1,1,3
740,0,3,0,1,0,0,1,1,3
741,1,1,0,2,2,0,1,1,2
742,0,1,0,2,3,0,1,0,2
743,1,1,1,1,3,1,2,0,1
744,0,3,0,1,2,0,1,0,3
745,1,3,0,1,1,0,1,1,3
746,0,1,0,70,3,0,5,0,70
747,0,3,0,0,2,0,1,0,0
748,1,2,1,1,1,0,2,1,2
749,0,1,0,1,3,0,1,0,1
750,0,3,0,1,0,2,1,1,3
751,1,2,1,0,2,0,2,0,0
752,1,3,0,0,1,0,4,0,0
753,0,3,0,2,1,0,1,1,6
754,0,3,0,1,0,0,1,1,3
755,1,2,1,2,3,0,3,0,4
756,1,2,0,0,2,0,4,0,0
757,0,3,0,1,0,0,1,1,3
758,0,2,0,1,1,0,1,1,2
759,0,3,0,2,1,0,1,1,6
760,1,1,1,2,3,0,5,1,2
761,0,3,0,1,2,0,1,1,3
762,0,3,0,2,0,0,1,1,6
763,1,3,0,1,0,1,1,1,3
764,1,1,1,2,3,0,3,0,2
765,0,3,0,0,0,0,1,1,0
766,1,1,1,3,3,0,3,0,3
767,0,1,0,2,3,1,5,1,2
768,0,3,1,1,0,2,2,1,3
769,0,3,0,1,2,2,1,0,3
770,0,3,0,1,1,0,1,1,3
771,0,3,0,1,1,0,1,1,3
772,0,3,0,2,0,0,1,1,6
773,0,2,1,3,1,0,3,1,6
774,0,3,0,1,0,1,1,1,3
775,1,2,1,3,2,0,3,0,6
776,0,3,0,1,0,0,1,1,3
777,0,3,0,1,0,2,1,1,3
778,1,3,1,0,1,0,2,1,0
779,0,3,0,1,0,2,1,1,3
780,1,1,1,2,3,0,3,0,2
781,1,3,1,0,0,1,2,1,0
782,1,1,1,1,3,0,3,0,1
783,0,1,0,1,2,0,1,1,1
784,0,3,0,1,2,0,1,0,3
785,0,3,0,1,0,0,1,1,3
786,0,3,0,1,0,0,1,1,3
787,1,3,1,1,0,0,2,1,3
788,0,3,0,0,2,2,4,0,0
789,1,3,0,0,2,0,4,0,0
790,0,1,0,2,3,1,1,1,2
791,0,3,0,1,0,2,1,1,3
792,0,2,0,0,2,0,1,1,0
793,0,3,1,1,3,0,2,0,3
794,0,1,0,2,2,1,1,1,2
795,0,3,0,1,0,0,1,1,3
796,0,2,0,2,1,0,1,1,4
797,1,1,1,3,2,0,5,1,3
798,1,3,1,1,1,0,3,1,3
799,0,3,0,1,0,1,1,1,3
800,0,3,1,1,2,0,3,0,3
801,0,2,0,2,1,0,1,1,4
802,1,2,1,1,2,0,3,0,2
803,1,1,0,0,3,0,4,0,0
804,1,3,0,0,1,1,4,0,0
805,1,3,0,1,0,0,1,1,3
806,0,3,0,1,0,0,1,1,3
807,0,1,0,2,0,0,1,1,2
808,0,3,1,1,0,0,2,1,3
809,0,2,0,2,1,0,1,1,4
810,1,1,1,2,3,0,3,0,2
811,0,3,0,1,0,0,1,1,3
812,0,3,0,2,2,0,1,1,6
813,0,2,0,2,1,0,1,1,4
814,0,3,1,0,3,0,2,0,0
815,0,3,0,1,1,0,1,1,3
816,0,1,0,2,0,0,1,1,2
817,0,3,1,1,1,0,2,1,3
818,0,2,0,1,3,1,1,0,2
819,0,3,0,2,0,0,1,1,6
820,0,3,0,0,2,0,4,0,0
821,1,1,1,3,3,0,3,0,3
822,1,3,0,1,1,0,1,1,3
823,0,1,0,2,0,0,5,1,2
824,1,3,1,1,1,0,3,0,3
825,0,3,0,0,3,0,4,0,0
826,0,3,0,1,0,2,1,1,3
827,0,3,0,1,3,0,1,1,3
828,1,2,0,0,3,1,4,0,0
829,1,3,0,1,0,2,1,1,3
830,1,1,1,3,3,0,3,1,3
831,1,3,1,0,2,1,3,0,0
832,1,2,0,0,2,0,4,0,0
833,0,3,0,1,0,1,1,1,3
834,0,3,0,1,0,0,1,1,3
835,0,3,0,1,1,0,1,1,3
836,1,1,1,2,3,1,2,0,2
837,0,3,0,1,1,0,1,1,3
838,0,3,0,1,1,0,1,1,3
839,1,3,0,1,3,0,1,1,3
840,1,1,0,2,2,1,1,1,2
841,0,3,0,1,1,0,1,1,3
842,0,2,0,0,1,0,1,1,0
843,1,1,1,1,2,1,2,1,1
844,0,3,0,2,0,1,1,1,6
845,0,3,0,1,1,0,1,1,3
846,0,3,0,2,0,0,1,1,6
847,0,3,0,1,3,0,1,0,3
848,0,3,0,2,0,1,1,1,6
849,0,2,0,1,3,0,5,0,2
850,1,1,1,2,3,1,3,0,2
851,0,3,0,0,3,0,4,0,0
852,0,3,0,74,0,0,1,1,222
853,0,3,1,0,2,1,2,0,0
854,1,1,1,0,3,0,2,0,0
855,0,2,1,2,2,0,3,0,4
856,1,3,1,1,1,0,3,0,3
857,1,1,1,2,3,0,3,0,2
858,1,1,0,3,2,0,1,1,3
859,1,3,1,1,2,1,3,0,3
860,0,3,0,1,0,1,1,1,3
861,0,3,0,2,1,0,1,0,6
862,0,2,0,1,1,0,1,0,2
863,1,1,1,2,2,0,3,1,2
864,0,3,1,1,3,0,2,0,3
865,0,2,0,1,1,0,1,1,2
866,1,2,1,2,1,0,3,1,4
867,1,2,1,1,1,1,2,0,2
868,0,1,0,1,3,0,1,1,1
869,0,3,0,1,1,0,1,1,3
870,1,3,0,0,1,0,4,0,0
871,0,3,0,1,0,0,1,1,3
872,1,1,1,2,3,0,3,0,2
873,0,1,0,2,0,0,1,1,2
874,0,3,0,2,1,0,1,1,6
875,1,2,1,1,2,1,3,0,2
876,1,3,1,0,0,1,2,1,0
877,0,3,0,1,1,0,1,1,3
878,0,3,0,1,0,0,1,1,3
879,0,3,0,1,0,0,1,1,3
880,1,1,1,3,3,1,3,0,3
881,1,2,1,1,2,0,3,0,2
882,0,3,0,2,0,0,1,1,6
883,0,3,1,1,1,0,2,1,3
884,0,2,0,1,1,0,1,1,2
885,0,3,0,1,0,0,1,1,3
886,0,3,1,2,2,2,3,0,6
887,0,2,0,1,1,0,5,1,2
888,1,1,1,1,2,0,2,1,1
889,0,3,1,1,2,0,2,0,3
890,1,1,0,1,2,1,1,1,1
891,0,3,0,1,0,2,1,1,3
